C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\center_2019_12_01_16_18_08_628.jpg, C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\left_2019_12_01_16_18_08_628.jpg, C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\right_2019_12_01_16_18_08_628.jpg, 0, 0, 0, 7.802252E-05
C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\center_2019_12_01_16_18_08_729.jpg, C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\left_2019_12_01_16_18_08_729.jpg, C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\right_2019_12_01_16_18_08_729.jpg, 0, 0, 0, 7.889337E-05
C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\center_2019_12_01_16_18_08_831.jpg, C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\left_2019_12_01_16_18_08_831.jpg, C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\right_2019_12_01_16_18_08_831.jpg, 0, 0, 0, 7.825214E-05
C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\center_2019_12_01_16_18_08_935.jpg, C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\left_2019_12_01_16_18_08_935.jpg, C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\right_2019_12_01_16_18_08_935.jpg, 0, 0, 0, 7.920968E-05
C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\center_2019_12_01_16_18_09_038.jpg, C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\left_2019_12_01_16_18_09_038.jpg, C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\right_2019_12_01_16_18_09_038.jpg, 0, 0, 0, 7.858824E-05
C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\center_2019_12_01_16_18_09_139.jpg, C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\left_2019_12_01_16_18_09_139.jpg, C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\right_2019_12_01_16_18_09_139.jpg, 0, 0, 0, 7.777713E-05
C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\center_2019_12_01_16_18_09_242.jpg, C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\left_2019_12_01_16_18_09_242.jpg, C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\right_2019_12_01_16_18_09_242.jpg, 0, 0, 0, 7.821024E-05
C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\center_2019_12_01_16_18_09_345.jpg, C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\left_2019_12_01_16_18_09_345.jpg, C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\right_2019_12_01_16_18_09_345.jpg, 0, 0, 0, 7.808884E-05
C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\center_2019_12_01_16_18_09_449.jpg, C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\left_2019_12_01_16_18_09_449.jpg, C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\right_2019_12_01_16_18_09_449.jpg, 0, 0, 0, 7.99179E-05
C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\center_2019_12_01_16_18_09_550.jpg, C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\left_2019_12_01_16_18_09_550.jpg, C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\right_2019_12_01_16_18_09_550.jpg, 0, 0.04139161, 0, 0.02089581
C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\center_2019_12_01_16_18_09_653.jpg, C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\left_2019_12_01_16_18_09_653.jpg, C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\right_2019_12_01_16_18_09_653.jpg, 0, 0.3350416, 0, 0.3305848
C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\center_2019_12_01_16_18_09_754.jpg, C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\left_2019_12_01_16_18_09_754.jpg, C:\Users\Gokalaf\Desktop\GET SOME\mühtas-3\Simulator\data\IMG\right_2019_12_01_16_18_09_754.jpg, -0.2667785, 0.6419878, 0, 0.9284282
